TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
E2F1,BCL2,Activation,11559537;12679318
E2F1,PIN1,Unknown,20376080
E2F1,TNF,Unknown,17707233
E2F1,TP53,Activation,15706352
E2F1,TP53,Repression,8557038
E2F1,TP53,Unknown,12625370;21441950;22241525
E2F1,VEGFA,Repression,20639906
E2F3,VEGFA,Unknown,21372519
E2F4,AR,Unknown,22508987
EGR1,ACHE,Unknown,7559515
EGR1,AR,Repression,15517885
EGR1,CDK5R1,Activation,15289351
EGR1,GDNF,Unknown,9729303
EGR1,SOD1,Activation,9867871
EGR1,STMN1,Unknown,19786090
EGR1,TNF,Activation,10913190;14767560
EGR1,TP53,Activation,9242687
EGR1,VEGFA,Activation,20489156
EGR1,VEGFA,Repression,15517885
EGR1,VEGFA,Unknown,9049304
EGR3,CAT,Activation,1906159
EHF,DCDC2,Repression,22733135
ELF2,VCP,Activation,18544453
ELF4,TP53,Repression,20805247
ELK1,PSEN1,Activation,12750007
EP300,GFAP,Activation,20414733
EP300,IGF1,Unknown,18281476
EP300,VEGFA,Activation,22789427
EPAS1,VEGFA,Activation,11301389;11751212;16900513;19080330
EPAS1,VEGFA,Unknown,15156561;16920734
ERCC2,BCL2,Repression,22387547
ERCC2,TP53,Activation,22387547
ERG,VIM,Activation,8895512
ESR1,AR,Activation,22391641
ESR1,BCL2,Activation,19148464
ESR1,BCL2,Unknown,10542244;11261829;9306964
ESR1,HSPB1,Activation,10960840
ESR1,TP53,Repression,17681750
ESR1,VEGFA,Activation,19398483
ESR1,VEGFA,Unknown,10995484;14647449
ESR2,VEGFA,Unknown,10995484
ETS1,ATXN2,Unknown,22914732
ETS1,SQSTM1,Unknown,9762895
ETS1,TP53,Unknown,10510472
ETS2,APP,Unknown,12890557
ETS2,TP53,Unknown,10510472
ETV1,AR,Unknown,17505060
ETV1,CAT,Unknown,19763505
ETV4,TNF,Unknown,7896795
ETV4,VIM,Activation,8895512
EZH2,TP53,Repression,20132185
EZH2,TP53,Unknown,24006445
FOS,GSTP1,Unknown,8206948
FOS,NEFL,Activation,8180132
FOS,TP53,Unknown,10348347
FOXA1,BCL2,Repression,19127412
FOXH1,AR,Repression,16120611
FOXL2,SIRT1,Activation,19010791
FOXM1,APOE,Unknown,11229886
FOXM1,AR,Activation,24583551
FOXM1,VEGFA,Unknown,21860419
FOXO1,AR,Repression,19074551
FOXO3,AR,Activation,16061480
FOXO3,AR,Unknown,17522055
FOXO3,BBC3,Unknown,21654193
FOXO3,BCL2L11,Unknown,21654193
FOXO3,BCL6,Activation,15509806
FOXO3,BIRC5,Unknown,22056878
FOXO3,CCND2,Repression,15509806
FOXO3,CDKN2B,Unknown,19419955
FOXO3,FASLG,Activation,11756562
FOXO3,FOXM1,Repression,19276163
FOXO3,GALT,Activation,17975019
FOXO3,MYOCD,Repression,18772130
FOXO3,PIK3CA,Unknown,19299143
FOXO3,SIRT1,Activation,23525956
FOXO3,SIRT6,Activation,20816089
FOXO3,TNFSF10,Activation,23630076
FOXO3,TXNIP,Activation,20656682
FOXO3,VEGFA,Unknown,21860419
FOXO3,VEGFB,Unknown,21860419
FOXO4,SOD2,Activation,21536589
FOXQ1,VEGFA,Activation,20145154
FUS,AR,Unknown,21909421
FUS,DDIT3,Activation,11162437
FUS,KLK3,Unknown,21909421
FUS,MDM2,Repression,17234782
GATA2,AR,Activation,24423874
GLI1,BCL2,Activation,19074837;21135115
GLI1,BCL2,Repression,14555646
GLI1,BCL2,Unknown,15520176;24739390
GLI2,BCL2,Activation,16880536;21135115
GLIS3,INS,Unknown,23856252
GTF2I,SIRT1,Activation,21407215
GTF3A,FUS,Unknown,12364590
HDAC1,AR,Unknown,11971970
HDAC1,STAT3,Unknown,18611949
HDAC1,TP53,Repression,15130752
HDAC11,TNF,Repression,21239696
HDAC2,GRM2,Unknown,22864611
HDAC2,IGF1,Unknown,18193094
HDAC2,VEGFA,Unknown,23926105
HDAC3,TNF,Unknown,15356147
HDAC3,VEGFA,Unknown,23926105
HDAC4,VEGFA,Repression,19509297
HDAC9,APP,Unknown,20145244
HDAC9,TP53,Repression,15964798
HDGF,VEGFA,Activation,14662017;21302807
HDGF,VIM,Activation,22247069
HEXIM1,VEGFA,Unknown,20453883
HEYL,AR,Repression,21454491
HIC1,SIRT1,Repression,19525223;19649206
HIC1,SIRT1,Unknown,22064865
HIC1,STAT3,Activation,24067369
HIC1,VEGFA,Repression,24067369
HIF1A,AR,Activation,17426252;21056661
HIF1A,NT5E,Activation,12370277
HIF1A,STAT3,Unknown,23991099
HIF1A,VEGFA,Activation,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,Repression,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,Unknown,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIF1A,VIM,Activation,22295844
HIPK2,NOX1,Repression,20171273
HIPK2,TP53,Unknown,12851404
HIPK2,VEGFA,Repression,18644116;19046997
HIPK2,VIM,Repression,22236966
HIVEP2,HLA-A,Unknown,1409593
HMGA1,TP53,Unknown,20335021
HMGB2,TNF,Activation,18218727
HNF1A,NT5E,Unknown,10428853
HNF1A,VEGFA,Unknown,21731766
HNF4A,GH1,Repression,17991764
HOXA1,BCL2,Activation,12482855;15665309
HOXA10,TP53,Activation,21993662
HOXA7,VIM,Activation,11742062
HOXB7,VEGFA,Activation,21183939
HOXC11,S100B,Unknown,20145129
HSF1,TNF,Unknown,18689673
HTATIP2,VEGFA,Repression,19349353
ID3,VEGFA,Unknown,16926250
IFI16,TP53,Unknown,22618232
IKBKB,TP53,Unknown,24006445
ING1,TP53,Activation,15662138;16325212
ING2,BCL2,Repression,15748897
ING4,BCL2,Repression,19895734;20707719
ING4,TP53,Activation,19895734
IRF1,BCL2,Repression,10918594
IRF1,HLA-A,Activation,19428110
IRF1,IL12A,Unknown,16622221
IRF1,TP53,Unknown,19003964
IRF5,TNF,Unknown,20237317
IRF8,IL12A,Unknown,16622221
JUN,APP,Unknown,8015372
JUN,AR,Repression,20148354
JUN,AR,Unknown,16732317
JUN,CDK5R1,Unknown,22550165
JUN,GSTP1,Unknown,8206948
JUN,IL12A,Unknown,22904313
JUN,NEFL,Activation,8180132
JUN,SMN1,Repression,15550677
JUN,SOD2,Unknown,15330761
JUN,STMN1,Activation,15474303
JUN,TNF,Activation,10318823;10688670;10748079;10913190
JUN,TNF,Unknown,7896795;9566900
JUN,TP53,Repression,22859294
JUN,TP53,Unknown,10348347
JUN,VEGFA,Repression,11731421
KAT5,STAT3,Repression,12551922
KDM4B,AR,Activation,23435229
KHDRBS1,AR,Unknown,18273831
KHDRBS1,IGF2,Activation,12849008
KHDRBS1,LEP,Activation,21672929
KLF10,STMN1,Repression,18930345
KLF11,INS,Activation,18593768
KLF11,INS,Unknown,15774581;18199129;21592955
KLF4,SOD1,Repression,23370975
KLF4,TP53,Activation,21132436
KLF4,TP53,Repression,17308127
KLF4,TP53,Unknown,18511453
KLF4,VEGFA,Unknown,23926105
KLF6,ASAH1,Unknown,16500425
KLF8,VIM,Repression,20728449
LEF1,AR,Unknown,19351848
LEF1,NT5E,Unknown,10428853
LRRFIP1,TNF,Repression,16199883
LYL1,STMN1,Unknown,23000483
MAFA,INS,Unknown,16461554;21830322
MBD2,GSTP1,Repression,11960994;12543808;19856314
MBD2,GSTP1,Unknown,11406558
MDM4,TP53,Unknown,11528400;17499002;17875722;19910468
MED1,AR,Unknown,22102282
MEF2C,VEGFA,Unknown,18450586
MEIS1,AR,Unknown,25158280
MLL4,COX1,Unknown,19570036
MSX2,BCL2,Repression,21730974
MSX2,SOD1,Activation,22824755
MTA1,MNAT1,Unknown,12527756
MTF1,SOD1,Activation,15378601
MYB,BCL2,Activation,11675351
MYB,BCL2,Repression,20659323
MYB,BCL2,Unknown,16088151
MYB,GSTM1,Activation,14576818
MYC,BCL2,Unknown,18809243
MYC,HLA-A,Activation,8206526
MYC,HNRNPA2B1,Activation,20010808
MYC,PRDX3,Activation,12011429
MYC,TP53,Activation,8494784
MYC,TP53,Unknown,19086036
MYC,VEGFA,Activation,19398483
MYC,VEGFA,Unknown,18809243
MYCN,HLA-A,Unknown,8895520
MYCN,TP53,Activation,19885598;21862876
MYCN,TP53,Repression,21862876
NCOA2,AR,Repression,17079484
NCOA3,BCL2,Activation,22213475
NCOA4,AR,Activation,16110473
NCOA4,AR,Unknown,18156210
NCOR1,AR,Activation,21720703
NCOR1,AR,Unknown,16373395
NCOR1,IGF1,Unknown,18193094
NCOR2,AR,Activation,21720703
NCOR2,AR,Unknown,16373395
NCOR2,IGF1,Unknown,18193094
NEUROD1,INS,Unknown,10545951;16461554
NF1,TP53,Activation,10634504;8816507
NFAT5,TNF,Unknown,11485737
NFE2L2,CAT,Activation,22493435
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFIC,GFAP,Unknown,19540848
NFIC,HGF,Unknown,10860846
NFIL3,APP,Unknown,22947103
NFKB1,AR,Repression,15517885
NFKB1,AR,Unknown,16619263
NFKB1,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
NFKB1,BCL2,Repression,12032828;15120608;18031796;18566231
NFKB1,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
NFKB1,COX1,Unknown,19570036
NFKB1,FOXO3,Unknown,19299143
NFKB1,GDNF,Unknown,9729303
NFKB1,GFAP,Activation,16516312
NFKB1,GFAP,Unknown,20471977
NFKB1,GSTP1,Activation,15013838
NFKB1,IL12A,Activation,18690006
NFKB1,LCN2,Activation,15536164
NFKB1,LCN2,Unknown,19707556;20220144;24391115
NFKB1,OPTN,Activation,19340308
NFKB1,SOD2,Activation,11880364;14515147;19507253
NFKB1,SOD2,Unknown,15330761;18779124
NFKB1,SQSTM1,Unknown,9762895
NFKB1,TNF,Activation,10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
NFKB1,TNF,Unknown,10551799;10837498;10963848;11297551;14960579;15812247;16040075;16433741;17442180;17707233;18285351;20237317;9916895
NFKB1,TP53,Unknown,10348347;11032029
NFKB1,VEGFA,Activation,15856023;16684540;17407600;18056465
NFKB1,VEGFA,Repression,15517885
NFKB1,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
NKX3-1,AR,Repression,16697957
NKX3-1,VEGFA,Unknown,18974119
NR1H4,INS,Activation,20060466
NR1H4,VEGFA,Activation,21364590
NR1I2,BCL2,Activation,16085054
NR1I2,HP,Unknown,19723538
NR3C1,COX1,Unknown,19570036
NR3C1,TP53,Repression,17016446
NR3C2,LCN2,Unknown,22469622
NR4A1,TNF,Repression,19213954
NRF1,PRDX3,Activation,21051700
NRF1,SNRPN,Unknown,16116039
NRF1,SPAST,Activation,22574173
NUPR1,TP53,Unknown,22858377
OTX2,IGF1,Activation,21047732
PA2G4,AR,Unknown,20159994
PARP1,BCL2,Repression,20564216
PARP1,VIM,Activation,17720873
PAWR,BCL2,Repression,11912153;9989812
PAX2,TP53,Repression,8521821
PAX4,INS,Repression,17426099
PAX4,INS,Unknown,10601637
PAX5,BCL2,Repression,22105368
PAX5,TP53,Activation,22105368
PAX5,TP53,Repression,8521821
PAX8,TP53,Repression,8521821
PBX1,VCP,Activation,17200190
PBX2,VCP,Unknown,19356220
PCGF2,ZEB2,Repression,23474752
PDX1,INS,Activation,7568086
PDX1,INS,Unknown,10426567;10567373;10585868;20886630
PER1,BCL2,Activation,19675098
PGR,BCL2,Activation,17785366
PGR,BCL2,Unknown,9306964
PGR,VEGFA,Unknown,22542550
PIAS2,AR,Activation,11117529
PIAS3,STAT3,Unknown,16098628
PML,TP53,Unknown,12837275
POU1F1,GH1,Activation,16061841;7529501
POU1F1,GH1,Unknown,11081207;11874696;15998782;17456792;7608249;7877625;9207961
POU2F1,AR,Unknown,21387309
PPARA,SOD2,Unknown,19958503
PPARD,ANG,Repression,17511960
PPARD,CAT,Activation,18048767
PPARD,SOD1,Activation,18048767
PPARG,BCL2,Activation,15067355
PPARG,BCL2,Repression,14960510
PPARG,CAT,Unknown,20075562
PPARG,TP53,Activation,14960510;16887883
PPARGC1A,MFN2,Activation,17828388
PTTG1,VEGFA,Activation,12213878;16926250
PURA,AR,Repression,18413735;19790234
RB1,IGF1,Unknown,18281476
RB1,VEGFA,Activation,16007189
REL,SOD2,Activation,11880364
RELA,AR,Repression,14715080;15517885
RELA,AR,Unknown,16619263
RELA,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
RELA,BCL2,Repression,15120608;18031796;18566231
RELA,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
RELA,COX1,Unknown,19570036
RELA,FOXO3,Unknown,19299143
RELA,GFAP,Activation,16516312
RELA,GFAP,Unknown,20471977
RELA,GSTP1,Activation,15013838
RELA,HLA-A,Activation,19428110
RELA,IL12A,Activation,18690006
RELA,LCN2,Activation,15536164
RELA,LCN2,Unknown,19707556;20220144;24391115
RELA,OPTN,Activation,19340308
RELA,SIRT1,Activation,20617556
RELA,SOD2,Activation,11880364;14515147;19507253
RELA,SOD2,Unknown,15330761;18779124
RELA,STAT3,Unknown,25040843
RELA,TNF,Activation,10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
RELA,TNF,Unknown,10551799;10837498;10963848;11297551;14960579;15812247;16040075;16433741;17442180;17707233;18285351;20237317;9916895
RELA,TP53,Unknown,10348347;11032029;15155458
RELA,VEGFA,Activation,15856023;16684540;17407600;18056465
RELA,VEGFA,Repression,15517885
RELA,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
REST,AR,Unknown,24163104
REST,BDNF,Repression,18075316;18518926
REST,GJD2,Repression,14565956
RUNX1,VEGFA,Repression,21447743
RUNX2,AR,Unknown,24648349
RUNX2,VEGFA,Activation,19509297;22641097
RUVBL1,TP53,Repression,21617703
SATB1,BCL2,Activation,20564216
SATB1,BCL2,Unknown,21310710
SIM2,BCL2,Repression,21729534
SIRT1,ABCB1,Activation,20713551
SIRT1,ACAN,Activation,21337390
SIRT1,ADAMTS5,Repression,21337390
SIRT1,BCL11A,Repression,15639232
SIRT1,CCAR2,Repression,23892437
SIRT1,CCND1,Repression,21474819
SIRT1,CDH1,Repression,21640770;22249256
SIRT1,CDKN1A,Repression,15130752;21719763;23474493
SIRT1,CFH,Repression,17558024
SIRT1,CFLAR,Activation,22483777
SIRT1,COL10A1,Repression,21337390
SIRT1,COL1A2,Repression,23079621
SIRT1,CTNNB1,Repression,22245592
SIRT1,DLL4,Repression,20631301
SIRT1,EGLN1,Repression,22245592
SIRT1,ESRRG,Activation,19690166
SIRT1,EZH2,Repression,21703114
SIRT1,FOXO3,Repression,17558024;21841822
SIRT1,FOXP3,Unknown,21533107
SIRT1,HBE1,Repression,22328728
SIRT1,HIC1,Unknown,22510409
SIRT1,HIF1A,Activation,22245592
SIRT1,HSF1,Activation,23349863
SIRT1,HSF1,Unknown,19229036
SIRT1,HSPA4,Unknown,23349863
SIRT1,HYOU1,Activation,22564731
SIRT1,ICAM1,Repression,23238746
SIRT1,IL1B,Unknown,21245135
SIRT1,LIN28A,Unknown,24631505
SIRT1,MCL1,Activation,22483777
SIRT1,MMP9,Repression,19376817;21474819
SIRT1,MYC,Repression,22245592;22483777
SIRT1,NBN,Activation,18692496
SIRT1,NDRG1,Unknown,16314423
SIRT1,NOTCH1,Repression,23028940
SIRT1,NQO1,Repression,20623181
SIRT1,PAX6,Repression,20631301
SIRT1,PER1,Activation,22149272
SIRT1,PPARG,Repression,15850715
SIRT1,SELE,Unknown,21810449
SIRT1,SHC1,Unknown,21778425
SIRT1,TBX3,Repression,20631301
SIRT1,TERT,Unknown,24416313
SIRT1,TNF,Unknown,21245135
SIRT1,TNFRSF10B,Repression,22483777
SIRT1,TP53,Activation,23661372
SIRT1,TP53,Repression,15130752;15632193
SIRT1,TP73,Unknown,19188449
SIRT1,WRN,Repression,17996922
SIRT1,XPC,Repression,21149730
SIRT3,FOXO3,Unknown,23665396
SMAD2,BCL2,Unknown,24739390
SMAD3,VEGFA,Unknown,11486006
SMAD4,BCL2,Unknown,24739390
SMAD4,HP,Unknown,11331273
SOX11,SPAST,Activation,22574173
SOX2,VIM,Activation,20739473
SOX6,TP53,Activation,21084391
SOX9,AR,Activation,17234760
SP1,APOE,Unknown,11229886
SP1,APP,Activation,15673661
SP1,APP,Unknown,8015372
SP1,AR,Activation,15661808;18430409
SP1,AR,Unknown,10773882
SP1,BCL2,Unknown,10542244
SP1,CAT,Unknown,11479230
SP1,GSTP1,Activation,8557630
SP1,HGF,Activation,9223667
SP1,NT5E,Unknown,10428853
SP1,PON1,Activation,15380450
SP1,PSEN1,Unknown,10446206
SP1,SIRT1,Unknown,23843607
SP1,SNRPN,Unknown,16116039
SP1,SOD1,Activation,8921911;9867871
SP1,SOD1,Repression,11724400
SP1,SOD2,Repression,11853549
SP1,SOD2,Unknown,18779124;23500038
SP1,SQSTM1,Unknown,9762895
SP1,TNF,Activation,10688670;10913190
SP1,TNF,Repression,12759366
SP1,VEGFA,Activation,10581162;12429844;15217947;15342781;16540671;16982770;21115498
SP1,VEGFA,Repression,11559575
SP1,VEGFA,Unknown,10816575;11731421;12560084;14647449;18575762;23369005;8910439
SP1,VIM,Activation,12771217
SP3,HGF,Activation,9223667
SP3,SLC1A3,Unknown,14713304
SP3,VEGFA,Unknown,10816575;14647449
SPDEF,SQSTM1,Activation,12700667
SPI1,STAT3,Unknown,24429361
SPI1,TNF,Unknown,10748079
SREBF1,AR,Unknown,20071336
SREBF1,HK2,Unknown,14747281
SREBF2,PON1,Activation,20728021
SRF,SMN1,Activation,15550677
STAT1,APP,Unknown,9841227
STAT1,LCN2,Unknown,24391115
STAT1,NOX1,Unknown,19834108
STAT1,STAT3,Unknown,22693070
STAT1,TP53,Activation,14602726
STAT1,TP53,Unknown,24655378
STAT3,A2M,Unknown,11466367
STAT3,ABCA1,Unknown,19783654
STAT3,AKAP12,Activation,22584896
STAT3,AKT1,Unknown,16007214
STAT3,AR,Unknown,23906537
STAT3,BCL2,Activation,15184887;15805299;18839277;19926637;21435102;22504301
STAT3,BCL2,Repression,22313388
STAT3,BCL2,Unknown,18320073;20043094;20446017;21172343;21344490;21385902
STAT3,BCL2L1,Activation,11369651;15184887;15805299;16651438;17880940;20069389;21435102
STAT3,BCL2L1,Repression,20067773
STAT3,BCL2L1,Unknown,15469392;16384639;18222423;18790750;20654581;21172343;21344490
STAT3,BCL6,Activation,20228272;23716595
STAT3,BIRC5,Activation,15184887;16651438;17880940;19284568;19880237
STAT3,BIRC5,Unknown,15469392;20826784;21344490
STAT3,CCL11,Activation,19265112
STAT3,CCL11,Unknown,20169197
STAT3,CCL2,Activation,24429361
STAT3,CCND1,Activation,16651438;19880237;19926637;21435102;22218594
STAT3,CCND1,Repression,19880237;22313388
STAT3,CCND1,Unknown,12147685;15469392;16384639;16510571;18184402;20332458;21172343;21344490
STAT3,CCND2,Unknown,12147685
STAT3,CCND3,Activation,15184887
STAT3,CD46,Activation,17699108
STAT3,CDH1,Unknown,18320073;22205702
STAT3,CDK4,Activation,22218594
STAT3,CDKN1A,Activation,10023678;15286705
STAT3,CDKN1A,Unknown,16923815;18320073;20654581
STAT3,CDKN1B,Unknown,18320073
STAT3,CFB,Activation,22169226
STAT3,CFLAR,Unknown,18222423
STAT3,CHI3L1,Activation,21953450
STAT3,CISH,Activation,14630083
STAT3,COPS5,Unknown,21689417
STAT3,CRP,Activation,12667216;20978825;23361365
STAT3,CRP,Unknown,18292576
STAT3,CSRP1,Activation,8621622
STAT3,CSRP1,Unknown,18292576
STAT3,CTGF,Repression,21245987
STAT3,CXCL8,Unknown,17726017
STAT3,CYP19A1,Unknown,15072557
STAT3,CYR61,Unknown,22401280
STAT3,DDIT3,Repression,23288901
STAT3,DIRAS3,Unknown,23604529
STAT3,DNMT1,Activation,16861352;21944426
STAT3,DNMT1,Unknown,19887607;23604529
STAT3,EGFR,Activation,21590492;23504318
STAT3,EPAS1,Unknown,23991099
STAT3,ESR2,Activation,21546410
STAT3,ETV6,Activation,15229229
STAT3,F2R,Activation,23504318
STAT3,FAAH,Activation,12556536
STAT3,FAS,Activation,15223310
STAT3,FAS,Repression,16651438;22313388
STAT3,FGF1,Repression,14673954
STAT3,FGF2,Activation,21418908;23086340
STAT3,FGF2,Unknown,16540670
STAT3,FGG,Activation,11460505
STAT3,FGL1,Unknown,19304666
STAT3,FLT3,Activation,16418395
STAT3,FOS,Activation,12600988;14737107;17204573
STAT3,GAST,Activation,20568281
STAT3,GAST,Unknown,20949125
STAT3,GFAP,Activation,21833841
STAT3,GFAP,Unknown,11740937
STAT3,GREB1,Unknown,23056300
STAT3,HAMP,Activation,18671304
STAT3,HAMP,Unknown,16835372
STAT3,HGF,Activation,12168776
STAT3,HGF,Unknown,23954444
STAT3,HIF1A,Activation,17597020;18644974;19265129
STAT3,HIF1A,Unknown,23991099
STAT3,HMOX1,Activation,19129475
STAT3,HP,Unknown,17645497
STAT3,HSPA4,Activation,19754877
STAT3,HSPB1,Activation,14715258
STAT3,ICAM1,Unknown,23690481;8675499
STAT3,IFNAR1,Activation,18550668
STAT3,IFNG,Repression,18616672
STAT3,IKBKE,Activation,22330135
